"datetime";"depth";"temperature";"salinity";"ta";"dic";"NO2";"NO3";"Chla";"pH_s_somlit_temp_25";"pH_s_somlit_temp_insi";"diff_pH";"pH_insi";"Pt";"Sit";"quarter";"monthd";"week";"Patm";"P";"pH_calc";"CO2";"fCO2";"pCO2_w";"fCO2pot";"pCO2pot";"fCO2insitu";"pCO2insitu";"HCO3";"CO3";"OmegaAragonite";"OmegaCalcite";"pH_18";"Nta";"Ndic";"Year.Month";"Year";"Month";"impute_temp";"impute_sal";"impute_pco2_w";"impute_ta";"impute_dic";"impute_Pt";"impute_Sit"
2010-12-08;50;14.5;38;2561.31216;2240.59803;NA;NA;0.14;NA;NA;NA;NA;NA;NA;4;12;49;1;5;8.15811751819927;1.19392425781724e-05;319.244912996433;320.409706734742;319.171479715318;320.336117570992;321.40795585566;328.430356106269;0.00200325344741819;0.00022540534000363;3.35870343138791;5.21618827227898;8.10390287540557;2561.31216;2240.59803;"2010-12";2010;"12";14.5;38;320.409706734742;2561.31216;2240.59803;0.0286838655252404;1.38752007972113
2010-12-14;50;14;38.15;2561.0121;2243.34858;0.228;0.38;0.23;NA;NA;NA;NA;0.0281930029359723;1.37076324619727;4;12;50;1;5;8.15936484725979;1.20693059843786e-05;318.094251633371;319.262272491737;318.02202151619;319.18988734332;320.253263720991;327.295608515049;0.00200832758869085;0.00022295168532477;3.3151797526401;5.15361783959574;8.09738202260342;2550.9425897772;2234.52807444299;"2010-12";2010;"12";14;38.15;319.262272491737;2561.0121;2243.34858;0.0281930029359723;1.37076324619727
2010-12-21;50;14.83;37.88;2558.06151;2243.39859;0.149;0.359;0.53;NA;NA;NA;NA;0.0184783082982312;1.19622732667497;4;12;51;1;5;8.14525816904264;1.22536450820687e-05;330.728195479893;331.929841760655;330.65150503439;331.852989696888;332.966466795868;340.210717989725;0.00200946529714037;0.00022167964777755;3.30833468000608;5.13467639286289;8.0962269020812;2566.16518954593;2250.50544931362;"2010-12";2010;"12";14.83;37.88;331.929841760655;2558.06151;2243.39859;0.0184783082982312;1.19622732667497
2010-12-28;50;14.63;37.86;2550.25995;2243.9487;0.332;0.351;0.22;NA;NA;NA;NA;0.035983057465474;1.16799059502795;4;12;52;1;5;8.13618651620005;1.26098247259818e-05;338.245690853514;339.477794238116;338.167689713961;339.399627971949;340.536434646892;347.964505182994;0.00201536503598324;0.00021597383929077;3.22214549220149;5.00311869989902;8.08410864412749;2559.69038827258;2252.24645007924;"2010-12";2010;"12";14.63;37.86;339.477794238116;2550.25995;2243.9487;0.035983057465474;1.16799059502795
2011-01-04;50;14.12;37.88;2551.21014;2254.20075;0.277;1.053;0.19;NA;NA;NA;NA;NA;1.44692327152653;1;1;1;1;5;8.12850062009654;1.30899697935687e-05;345.741498084224;347.009132868434;345.662882215335;346.930348662192;348.087177702636;355.729999753955;0.00203129001355661;0.00020982076664981;3.12640185946039;4.8596438620028;8.06857185246501;2559.29211510032;2261.34182946146;"2011-01";2011;"01";14.12;37.88;347.009132868434;2551.21014;2254.20075;0.0359469981448682;1.44692327152653
2011-01-11;50;13.8;37.78;2547.0093;2247.79947;0.335;0;0.27;NA;NA;NA;NA;NA;1.49652774173723;1;1;2;1;5;8.13882964930456;1.28420576754749e-05;335.683994001587;336.919780997993;335.608429874786;336.844053905195;337.963986946713;345.415123736148;0.00202394468531779;0.00021101272700672;3.14409561300706;4.890691517481;8.07388087074087;2561.84101111699;2260.88882636316;"2011-01";2011;"01";13.8;37.78;336.919780997993;2547.0093;2247.79947;0.0359109388242624;1.49652774173723
2011-01-18;50;13.74;37.76;2549.90988;2250.09993;0;0.107;0.35;NA;NA;NA;NA;NA;1.66573014487437;1;1;3;1;5;8.14058966103173;1.28219046887562e-05;334.499755398768;335.732126032214;334.424603500552;335.656811839177;336.772181663617;344.202781824061;0.00202579646734447;0.00021148155796676;3.15109682623722;4.90224853079992;8.07469605982905;2566.11693432203;2264.40141260593;"2011-01";2011;"01";13.74;37.76;335.732126032214;2549.90988;2250.09993;0.0358748795036566;1.66573014487437
2011-01-25;50;13.54;38.17;2564.81286;2282.35638;0.064;2.749;0.1;NA;NA;NA;NA;NA;2.02189461136358;1;1;4;1;5;8.1080008512911;1.41375685845068e-05;367.398383430544;368.755476202877;367.316063583077;368.672977827158;369.896053844317;378.078901424438;0.00206775295284253;0.00020046585857295;2.97760627818479;4.63318782384594;8.0392318781622;2553.38980036678;2272.19131359707;"2011-01";2011;"01";13.54;38.17;368.755476202877;2564.81286;2282.35638;0.0358388201830508;2.02189461136358
2011-02-01;50;13.42;37.99;2553.11052;2258.4516;0.223;0.888;0.35;NA;NA;NA;NA;NA;1.38437377850939;1;2;5;1;5;8.13396921515051;1.31744038363695e-05;340.75081185441;342.011371782555;340.674849920273;341.935244662288;343.068298420462;350.669208201554;0.00203735879956951;0.00020791839659411;3.0912799907388;4.81168675574155;8.06316093419061;2553.78256804422;2259.04608581206;"2011-02";2011;"02";13.42;37.99;342.011371782555;2553.11052;2258.4516;0.035802760862445;1.38437377850939
2011-02-08;50;13.4;38.02;2552.76045;2256.80127;0.187;0.75;0.43;NA;NA;NA;NA;NA;1.51752089471147;1;2;6;1;5;8.13612756947338;1.30978086028448e-05;338.616856349885;339.869839874341;338.541397773613;339.794217138718;340.919990915578;348.475237603116;0.00203501713079117;0.00020868633060598;3.10195483577311;4.82841977831413;8.06499381454933;2551.4175986323;2255.61410468175;"2011-02";2011;"02";13.4;38.02;339.869839874341;2552.76045;2256.80127;0.0357667015418393;1.51752089471147
2011-02-15;50;13.54;38.07;2555.0109;2258.30157;0.205;0.967;0.16;NA;NA;NA;NA;NA;1.44556914874369;1;2;7;1;5;8.13431456615392;1.31100389077266e-05;340.503379349165;341.761090309066;340.427146855826;341.684692491175;342.81821048274;350.40181373726;0.00203592929001681;0.00020926224107546;3.11035307986573;4.83998730667419;8.06536255629203;2550.31295508274;2254.14918991332;"2011-02";2011;"02";13.54;38.07;341.761090309066;2555.0109;2258.30157;0.0357306422212335;1.44556914874369
2011-02-22;50;13.39;38.02;2552.0103;2258.20155;0.232;0.955;0.18;NA;NA;NA;NA;NA;1.43002477039836;1;2;8;1;5;8.13281834607953;1.32185014503446e-05;341.631051627;342.895354648402;341.554944615477;342.819082028617;343.954768894937;351.578280992859;0.00203768906061935;0.0002072939879303;3.08119718701936;4.79620608375511;8.06155478275187;2550.6678432404;2257.01364807996;"2011-02";2011;"02";13.39;38.02;342.895354648402;2552.0103;2258.20155;0.0356945829006277;1.43002477039836
2011-03-01;50;13.37;38.05;2553.11052;2257.55142;0.236;0.747;0.38;NA;NA;NA;NA;NA;2.10463694915297;1;3;9;1;5;8.13550752239984;1.31300573251415e-05;339.19201706957;340.447611896971;339.116481141568;340.37191153562;341.499306023699;349.070330370594;0.00203603683609282;0.00020838452658203;3.09666489172617;4.8204013973282;8.06391219053407;2549.75557844941;2254.5848609724;"2011-03";2011;"03";13.37;38.05;340.447611896971;2553.11052;2257.55142;0.0356585235800219;2.10463694915297
2011-03-08;50;NA;NA;NA;NA;0.184;0.931;0.41;NA;NA;NA;NA;NA;NA;1;3;10;NA;NA;8.13662504022651;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.06226492466836;NA;NA;"2011-03";2011;"03";13.192368777614;38.035;340.830839369978;2555.3901179374;2260.75937234322;0.0356224642594161;1.81429913395962
2011-03-15;50;13.1;38.02;2555.81106;2259.70185;NA;NA;0.36;NA;NA;NA;NA;NA;NA;1;3;11;1;5;8.1406501975536;1.30723039607359e-05;334.816756558951;336.060444587269;334.742835388152;335.986361534533;337.096439170577;344.595952549299;0.00203786449254583;0.00020876505349342;3.10129112272254;4.83029940952031;8.0648258809786;2554.46660389269;2258.51315886376;"2011-03";2011;"03";13.1;38.02;336.060444587269;2555.81106;2259.70185;0.0355864049388103;1.52396131876626
2011-03-22;50;13.13;37.98;2551.5102;2255.40099;0.432;0.522;0.53;NA;NA;NA;NA;NA;1.23362350357291;1;3;12;1;5;8.14123020912277;1.30246379997019e-05;333.832716632292;335.072271252557;333.758967908068;334.998361126668;336.105460164426;343.580017066537;0.00203373023598401;0.00020864611601627;3.10052424308788;4.82892029632094;8.06587138336175;2552.85380726698;2256.58866824645;"2011-03";2011;"03";13.13;37.98;335.072271252557;2551.5102;2255.40099;0.0355503456182045;1.23362350357291
2011-03-29;50;13.26;37.92;2546.90928;2257.60143;0.469;0.633;0.49;NA;NA;NA;NA;NA;1.20357388301462;1;3;13;1;5;8.12916364923729;1.3395215239779e-05;344.607350461874;345.884797568784;344.530949983113;345.808230350838;346.952379540259;354.655289343031;0.00203989682605841;0.0002043093887018;3.03805691996711;4.7305556842507;8.0559176288573;2552.28250632911;2262.36430221519;"2011-03";2011;"03";13.26;37.92;345.884797568784;2546.90928;2257.60143;0.0355142862975987;1.20357388301462
2011-04-05;50;13.38;37.99;2553.66063;2258.80167;0.29;0.702;0.26;NA;NA;NA;NA;NA;1.22589960755911;2;4;14;1;5;8.13486056540202;1.31615989207827e-05;339.997195265593;341.255610599709;339.921493938907;341.179744508281;342.309880300451;349.897901236866;0.00203759306295728;0.00020804700812193;3.0929442649882;4.81466723692095;8.06342542104129;2554.33282284812;2259.39624795999;"2011-04";2011;"04";13.38;37.99;341.255610599709;2553.66063;2258.80167;0.0354782269769929;1.22589960755911
2011-04-12;50;NA;NA;NA;NA;0.121;0.445;0.37;NA;NA;NA;NA;NA;NA;2;4;15;NA;NA;8.12938553817462;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.06548143879656;NA;NA;"2011-04";2011;"04";13.8636246229503;37.995;344.785348764411;2553.8926632684;2257.74393018043;0.0354421676563871;1.16612206353172
2011-04-19;50;13.51;38;2554.61082;2259.25176;0.218;0.704;0.31;NA;NA;NA;NA;NA;1.10634451950432;2;4;16;1;5;8.13343026857504;1.31631633762888e-05;341.430745700592;342.692367610494;341.354417712983;342.615873971975;343.752125052568;351.359342243827;0.00203763176321773;0.00020845683340597;3.09964169356047;4.82379380586858;8.06401992923671;2554.61082;2259.25176;"2011-04";2011;"04";13.51;38;342.692367610494;2554.61082;2259.25176;0.0354061083357813;1.10634451950432
2011-04-26;50;14.98;38.02;2553.0105;2248.89969;0;0.343;0.26;NA;NA;NA;NA;NA;1.26032380274247;2;4;17;1;5;8.12494535383854;1.2857565221857e-05;348.878482606868;350.143683814073;348.797182014231;350.06221247427;351.238356400356;358.865599876552;0.00202134102218266;0.00021470110259548;3.20224665799085;4.96801353395624;8.07833687120813;2551.66751709626;2247.71668122041;"2011-04";2011;"04";14.98;38.02;350.143683814073;2553.0105;2248.89969;0.0353700490151756;1.26032380274247
2011-05-03;50;15.69;37.92;2554.91088;2245.79907;0;0.144;0.49;NA;NA;NA;NA;NA;1.30925190397006;2;5;18;1;5;8.12296049265927;1.26714162676592e-05;351.033138756945;352.294731013095;350.949907520805;352.211327742237;353.401730715437;361.006480736515;0.00201469696306727;0.00021843069066506;3.26564139042398;5.0587077948965;8.08732693436906;2560.30098734177;2250.53704272152;"2011-05";2011;"05";15.69;37.92;352.294731013095;2554.91088;2245.79907;0.0353339896945698;1.30925190397006
2011-05-10;50;14.16;38.02;2551.36017;2249.49981;0.033;0.169;NA;NA;NA;NA;NA;NA;1.22704317175276;2;5;19;1;5;8.13421822459602;1.28477120912387e-05;340.026546818409;341.272583978743;339.949060096368;341.19493150634;342.333131148995;349.845694445843;0.00202386510101294;0.00021278699689581;3.16789891962255;4.923346369428;8.07487493825908;2550.01805523409;2248.31648553393;"2011-05";2011;"05";14.16;38.02;341.272583978743;2551.36017;2249.49981;0.035297930373964;1.22704317175276
2011-05-17;50;15.44;38;2551.06011;2240.34798;0;0.044;NA;NA;NA;NA;NA;NA;1.0037082130801;2;5;20;1;5;8.12900759136529;1.25249650198123e-05;344.54773641783;345.789945013051;344.466504523234;345.70854427746;346.874588943185;354.362750227575;0.00200871710808474;0.00021910590689544;3.27194015022226;5.0710632022002;8.08949172715752;2551.06011;2240.34798;"2011-05";2011;"05";15.44;38;345.789945013051;2551.06011;2240.34798;0.0352618710533582;1.0037082130801
2011-05-24;50;14.55;38.03;2550.15993;2256.50121;0.085;0.224;0.35;NA;NA;NA;NA;NA;1.20477143372704;2;5;21;1;5;8.11469080542336;1.33899412451565e-05;358.640859285256;359.948616276787;358.558233012159;359.865814784291;361.070405512238;368.954663758478;0.00203538102181518;0.00020773024693966;3.09504547274231;4.80612712546339;8.06149392362638;2548.14823402577;2254.72116697344;"2011-05";2011;"05";14.55;38.03;359.948616276787;2550.15993;2256.50121;0.0352258117327524;1.20477143372704
2011-05-31;50;14.77;38.03;2548.25955;2244.99891;0.004;0;0.3;NA;NA;NA;NA;NA;1.12314539742007;2;5;22;1;5;8.1273425215159;1.28297135422274e-05;345.938235474007;347.196126341501;345.858060882546;347.115782573732;348.279933409415;355.863325263468;0.00201829228715275;0.00021387690930501;3.18820231246456;4.94844871269263;8.07747904707839;2546.24935314226;2243.22794057323;"2011-05";2011;"05";14.77;38.03;347.196126341501;2548.25955;2244.99891;0.0351897524121466;1.12314539742007
2011-06-07;50;14.95;38.03;2553.66063;2245.39899;0;0.069;0.25;NA;NA;NA;NA;NA;0.992880009997819;2;6;23;1;5;8.13194915457589;1.26229351855307e-05;342.221039150692;343.462561721326;342.141347090967;343.382702184666;344.536122715852;352.020650074204;0.00201542730014763;0.00021734875466683;3.24128980502255;5.02888652422023;8.08484338992078;2551.6461724954;2243.62770496976;"2011-06";2011;"06";14.95;38.03;343.462561721326;2553.66063;2245.39899;0.0351536930915408;0.992880009997819
2011-06-14;50;14.13;38.05;2551.31016;2251.4502;NA;NA;0.24;NA;NA;NA;NA;NA;NA;2;6;24;1;5;8.13106936473655;1.29661730419101e-05;342.904322105245;344.161390191089;342.826228342674;344.083129270206;345.230671677186;352.809774160335;0.0020269888595651;0.00021149516739298;3.14782653595908;4.89238048709614;8.07128119856557;2547.95758423128;2248.49165834428;"2011-06";2011;"06";14.13;38.05;344.161390191089;2551.31016;2251.4502;0.035117633770935;1.1163575803042
2011-06-21;50;16.15;37.99;2549.45979;2239.89789;NA;NA;0.17;NA;NA;NA;NA;NA;NA;2;6;25;1;5;8.11650818834613;1.26789038979251e-05;356.20876298488;357.48152583423;356.123330919343;357.395919032195;358.608442866776;366.280051112728;0.00200850291336562;0.00021871607273644;3.27209252198072;5.06322229719183;8.08799675771806;2550.13087707291;2240.48749197157;"2011-06";2011;"06";16.15;37.99;357.48152583423;2549.45979;2239.89789;0.0350815744503292;1.23983515061058
2011-06-28;50;NA;NA;NA;NA;0.019;0.192;NA;NA;NA;NA;NA;NA;NA;2;6;26;NA;NA;8.1173625885693;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.08001644452885;NA;NA;"2011-06";2011;"06";15.5774358174827;38.005;353.41574796623;2547.02627987421;2242.49279531197;0.0350455151297234;1.36331272091697
2011-07-05;50;14.61;38.02;2542.45839;2244.99891;0.081;0.086;0.21;NA;NA;NA;NA;NA;1.48679029122335;3;7;27;1;5;8.12117521326502;1.30871390824934e-05;351.150775544467;352.430231537451;351.069748569956;352.349032968763;353.529083909446;361.242655220695;0.00202200350369341;0.00020990826722409;3.12812800870938;4.85690225817137;8.06887438214537;2541.12095791689;2243.81795318254;"2011-07";2011;"07";14.61;38.02;352.430231537451;2542.45839;2244.99891;0.0350094558091176;1.48679029122335
2011-07-12;50;15.72;38;2543.70864;2238.09753;0;0.069;0.08;NA;NA;NA;NA;NA;0.981400319695927;3;7;28;1;5;8.11743632675362;1.27855150658964e-05;354.668773691794;355.942952632137;354.584574890501;355.858579924755;357.061647684651;364.742238067446;0.00200957444151008;0.00021573757342401;3.22383558237395;4.99338504853172;8.08229155381812;2543.70864;2238.09753;"2011-07";2011;"07";15.72;38;355.942952632137;2543.70864;2238.09753;0.0349733964885119;0.981400319695927
2011-07-19;50;14.87;38.02;2543.70864;2242.79847;NA;NA;0.18;NA;NA;NA;NA;NA;NA;3;7;29;1;5;8.12268128103934;1.29322527498738e-05;349.740686799118;351.010791974034;349.659420923111;350.929355000368;352.107299244907;359.764222007959;0.00201755444077286;0.00021231177647726;3.16580886341637;4.91265639372897;8.07438997523398;2542.37055023672;2241.61867069963;"2011-07";2011;"07";14.87;38.02;351.010791974034;2543.70864;2242.79847;0.0349373371679061;1.01523845939031
2011-07-26;50;15.82;37.99;2541.65823;2235.09693;NA;NA;0.22;NA;NA;NA;NA;NA;NA;3;7;30;1;5;8.11782290344805;1.27213363430394e-05;353.920723706951;355.190603576689;353.836503769562;355.106210083301;356.307721663511;363.962293896023;0.0020060196571427;0.00021635593651425;3.23409912167397;5.00818280575492;8.0842204020836;2542.32726349039;2235.68526822848;"2011-07";2011;"07";15.82;37.99;355.190603576689;2541.65823;2235.09693;0.0349012778473003;1.0490765990847
2011-08-02;50;14.91;38;2540.95809;2242.49841;NA;NA;0.21;NA;NA;NA;NA;NA;NA;3;8;31;1;5;8.11863136150026;1.30504590816919e-05;353.325008003718;354.607482142525;353.242834059239;354.525135339207;355.715541586468;363.446989439645;0.00201874706909167;0.00021070088182663;3.14250614134877;4.87612600817798;8.07097961792935;2540.95809;2242.49841;"2011-08";2011;"08";14.91;38;354.607482142525;2540.95809;2242.49841;0.0348652185266945;1.08291473877908
2011-08-09;50;14.94;38;2539.65783;2239.04772;NA;NA;0.17;NA;NA;NA;NA;NA;NA;3;8;32;1;5;8.12187467007658;1.29143915817585e-05;349.958239034881;351.228003309508;349.87678378108;351.14637682619;352.32574626692;359.98054027387;0.00201409693550848;0.00021203639290976;3.16264316811639;4.90705240915359;8.07467114282255;2539.65783;2239.04772;"2011-08";2011;"08";14.94;38;351.228003309508;2539.65783;2239.04772;0.0348291592060887;1.11675287847347
2011-08-16;50;15.46;37.98;2536.35717;2237.74746;0;0.308;0.31;NA;NA;NA;NA;NA;1.15059101816785;3;8;33;1;5;8.11121726221829;1.3077039897513e-05;359.909989048754;361.207276454089;359.825104124052;361.122215163418;362.340419288311;370.160581668192;0.00201375892766902;0.00021091149243346;3.15015736042437;4.88215382774352;8.072089252058;2537.69279778831;2238.92584202212;"2011-08";2011;"08";15.46;37.98;361.207276454089;2536.35717;2237.74746;0.0347930998854829;1.15059101816785
2011-08-23;50;15.41;37.98;2547.80946;2230.24596;NA;NA;0.14;NA;NA;NA;NA;NA;NA;3;8;34;1;5;8.1410861749727;1.21048641562204e-05;332.655061956357;333.854834469423;332.576703439606;333.776312977022;334.901833398824;342.134213993823;0.00199474259251283;0.00022339850333094;3.33626090831783;5.17115314996021;8.10105993566363;2549.15111848341;2231.42039178515;"2011-08";2011;"08";15.41;37.98;333.854834469423;2547.80946;2230.24596;0.0347570405648771;1.21330359702752
2011-08-30;50;15.35;37.99;2540.35797;2239.34778;0;0.094;0.07;NA;NA;NA;NA;NA;1.27601617588719;3;8;35;1;5;8.11620166383382;1.29608361736122e-05;355.55798070963;356.841366079085;355.474348268257;356.757559445066;357.959940904164;365.696416181524;0.00201388050820704;0.00021250643561933;3.1729232470248;4.91860818116672;8.07535382415164;2541.02666122664;2239.93723716768;"2011-08";2011;"08";15.35;37.99;356.841366079085;2540.35797;2239.34778;0.0347209812442713;1.27601617588719
2011-09-06;50;16.14;37.97;2536.75725;2224.99491;NA;NA;0.13;NA;NA;NA;NA;NA;NA;3;9;36;1;5;8.12216880943403;1.24220623640051e-05;348.850979985672;350.09760040052;348.767342603134;350.01379191426;351.201174029511;358.715217498788;0.00199289074731572;0.00021968210032027;3.28691910589196;5.08633842816788;8.09349137033169;2538.7615354227;2226.75287279431;"2011-09";2011;"09";16.14;37.97;350.09760040052;2536.75725;2224.99491;0.0346849219236655;1.13208562509031
2011-09-13;50;15.41;37.98;2537.0073;2235.89709;0.011;0;0.31;NA;NA;NA;NA;NA;0.988155074293437;3;9;37;1;5;8.11601948594496;1.29271189300412e-05;355.251533027758;356.532835423767;355.167851802414;356.448980139219;357.650922336928;365.374777820185;0.00201046958330257;0.00021250038776738;3.17350710116645;4.91888724940651;8.07610024604936;2538.34327014218;2237.07449763033;"2011-09";2011;"09";15.41;37.98;356.532835423767;2537.0073;2235.89709;0.0346488626030597;0.988155074293437
2011-09-20;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;9;38;NA;NA;8.11354579236513;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.07679165615628;NA;NA;"2011-09";2011;"09";15.6145924291937;37.98;357.721487006402;2538.67692767836;2237.00856275352;0.034612803282454;1.04358557872672
2011-09-27;50;15.35;37.98;2537.10732;2234.4468;0;0.028;0.16;NA;NA;NA;NA;NA;1.09901608316001;3;9;39;1;5;8.11946520650278;1.28281243125667e-05;351.897620302186;353.167788447268;351.814854410945;353.08485016888;354.27485305289;361.931652160027;0.00200816302548483;0.00021345565020259;3.18731494639334;4.94094542598138;8.07860543323173;2538.44334281201;2235.62344391785;"2011-09";2011;"09";15.35;37.98;353.167788447268;2537.10732;2234.4468;0.0345767439618482;1.09901608316001
2011-10-04;50;15.86;37.98;2541.20814;2245.24896;0.034;0;0.18;NA;NA;NA;NA;NA;1.39386741916682;4;10;40;1;5;8.1000142913748;1.33516666711311e-05;371.87845571825;373.212119103364;371.78988280501;373.123363817227;374.386220265622;382.425224727477;0.0020222997021258;0.00020959759120306;3.13360390225052;4.85214942381765;8.06708999805261;2542.54632227488;2246.43129225908;"2011-10";2011;"10";15.86;37.98;373.212119103364;2541.20814;2245.24896;0.0345406846412424;1.39386741916682
2011-10-11;50;15.53;37.98;2542.40838;2248.54962;0.139;0.198;0.17;NA;NA;NA;NA;NA;1.45990204100687;4;10;41;1;5;8.10146159910118;1.34400439639635e-05;370.676026201433;372.010949224017;370.588449377768;371.923190723168;373.178549224703;381.225506900076;0.00202697235787242;0.00020813721816361;3.10924733228552;4.8180006331918;8.06344895317508;2543.7471943128;2249.73369036335;"2011-10";2011;"10";15.53;37.98;372.010949224017;2542.40838;2248.54962;0.0345046253206366;1.45990204100687
2011-10-18;50;18;38.11;2538.35757;2225.59503;0;0.064;0.21;NA;NA;NA;NA;NA;1.01201152202242;4;10;42;1;5;8.09333227850595;1.27134102297121e-05;377.167547233978;378.484166569897;377.07337355227;378.389808341771;379.692221734856;387.626226317506;0.00199174000805806;0.00022114161171221;3.32225329027427;5.11798854629041;8.09332644891464;2531.03090160063;2219.17111361847;"2011-10";2011;"10";18;38.11;378.484166569897;2538.35757;2225.59503;0.0344685660000308;1.01201152202242
2011-10-26;50;18.9;38.24;2558.5116;2229.04572;0.018;0.022;0.13;NA;NA;NA;NA;NA;0.82917614187275;4;10;43;1;5;8.10151029245799;1.21746961830624e-05;370.78597923639;372.065796537259;370.691774472044;371.971411067074;373.260262937223;380.971592272329;0.00198399248379835;0.00023287854001858;3.50462679269656;5.38643711748313;8.11533667929967;2542.4539958159;2215.05589330544;"2011-10";2011;"10";18.9;38.24;372.065796537259;2558.5116;2229.04572;0.034432506679425;0.82917614187275
2011-11-02;50;18.88;38.23;2558.46159;2228.79567;0.049;0.134;0.19;NA;NA;NA;NA;NA;0.930392369474636;4;11;44;1;5;8.10224266013005;1.21580452887821e-05;370.050435570765;371.328032556662;369.956455529621;371.233872153732;372.519980612443;380.217951646423;0.00198363368100317;0.00023300394370804;3.50656068156717;5.38971054087322;8.11576281945889;2543.06932827622;2215.38675019618;"2011-11";2011;"11";18.88;38.23;371.328032556662;2558.46159;2228.79567;0.0343964473588192;0.930392369474636
2011-11-10;50;18.83;38.09;2554.06071;2234.54682;0;0.181;0.11;NA;NA;NA;NA;NA;1.00055557180441;4;11;45;1;5;8.08941355677379;1.26221377893567e-05;383.34272106533;384.667057536319;383.245516262697;384.569665925133;385.901412203327;393.881058151331;0.00199545890281437;0.00022646577939626;3.41118148209845;5.24416236956017;8.10214793395009;2548.02591178787;2229.26697715936;"2011-11";2011;"11";18.83;38.09;384.667057536319;2554.06071;2234.54682;0.0343603880382134;1.00055557180441
2011-11-15;50;NA;NA;NA;NA;0.041;0.287;0.15;NA;NA;NA;NA;NA;NA;4;11;46;NA;NA;8.09749378365859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.10437116584474;NA;NA;"2011-11";2011;"11";18.4479759678493;38.0866666666667;375.377991027299;2555.36091603685;2234.33299892216;0.0343243287176076;1.06080388900857
2011-11-22;50;NA;NA;NA;NA;0.012;0.037;0.18;NA;NA;NA;NA;NA;NA;4;11;47;NA;NA;8.11489341986519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.11609846832649;NA;NA;"2011-11";2011;"11";18.0786273078579;38.0833333333333;371.271180038572;2555.94878502058;2227.36711632364;0.0342882693970018;1.12105220621273
2011-11-29;50;17.81;38.08;2552.91048;2230.99611;0.069;0.196;0.15;NA;NA;NA;NA;NA;1.18130052341689;4;11;48;1;5;8.10907537067387;1.23117939130073e-05;363.210690998896;364.481599132439;363.120354686521;364.391085008714;365.643534389639;373.302270921659;0.00199122892758651;0.00022745538850047;3.41597769201042;5.26490798578351;8.10614646727902;2547.54722268908;2226.30914338235;"2011-11";2011;"11";17.81;38.08;364.481599132439;2552.91048;2230.99611;0.034252210076396;1.18130052341689
2011-12-06;50;17.54;38.09;2555.26095;2229.99591;0.053;0.214;0.19;NA;NA;NA;NA;NA;1.09461803254487;4;12;49;1;5;8.11803036336408;1.21148615182306e-05;354.655739538396;355.900920929605;354.568004421024;355.813012038008;357.033494334568;364.537462656423;0.00198833779667587;0.00022954325180589;3.44444297724707;5.31223385471364;8.11093994065547;2549.22331583093;2224.72682016277;"2011-12";2011;"12";17.54;38.09;355.900920929605;2555.26095;2229.99591;0.0342161507557903;1.09461803254487
2011-12-13;50;17.28;38.1;2555.76105;2235.49701;0.063;0.128;0.19;NA;NA;NA;NA;NA;1.15875468629091;4;12;50;1;5;8.11400177033893;1.23514754371849e-05;358.895536844435;360.159740389886;358.807223452678;360.071251018824;361.303878230112;368.922744267232;0.00199693431473923;0.00022621121982358;3.39174247910471;5.23419870052643;8.10290984532534;2549.05301574803;2229.62956377953;"2011-12";2011;"12";17.28;38.1;360.159740389886;2555.76105;2235.49701;0.0341800914351845;1.15875468629091
2011-12-19;50;15.1;38.05;2553.21054;2249.09973;0.071;0.486;0.18;NA;NA;NA;NA;NA;1.35174131116673;4;12;51;1;5;8.12270897953869;1.28861840666778e-05;350.981398607137;352.252288448471;350.899335081647;352.170053041941;353.354505201072;361.015916650664;0.00202147767690625;0.00021473586902707;3.20299817898234;4.96779832351643;8.07796527135708;2549.85546701708;2246.14427700394;"2011-12";2011;"12";15.1;38.05;352.252288448471;2553.21054;2249.09973;0.0341440321145787;1.35174131116673
2011-12-27;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;52;NA;NA;8.12359553451925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.07716280900533;NA;NA;"2011-12";2011;"12";14.9911324205362;38.0633333333333;364.477931301511;2557.6334416698;2253.55147059899;0.0341079727939729;1.46291454312768
2012-01-03;50;NA;NA;NA;NA;NA;NA;0.18;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;8.11483175716638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.06848173614664;NA;NA;"2012-01";2012;"01";14.9938774510262;38.0766666666667;373.603382380776;2560.59792054294;2261.51705211688;0.0340719134733671;1.57408777508863
