"datetime";"PROF_NUM";"T";"S";"O";"oxy_umol_kg";"year";"month";"year.month";"AOU";"OSAT";"neg_AOU";"mean_AOU"
2002-01-16 09:00:00;1;13.829;38.192;5.38;233.568909131462;2002;"01";"2002-01";14.5019283896119;248.070837521074;-14.5019283896119;-4.04557741873351
2002-01-23 09:00:00;1;13.712;38.209;5.24;227.482448819473;2002;"01";"2002-01";21.1456294048131;248.628078224286;-21.1456294048131;-4.04557741873351
2002-01-30 09:00:00;1;13.6;38.172;5.73;248.75581864401;2002;"01";"2002-01";0.500209103531148;249.256027747541;-0.500209103531148;-4.04557741873351
2002-02-07 09:00:00;1;13.345;37.985;5.61;243.567831747844;2002;"02";"2002-02";7.30784927603833;250.875681023882;-7.30784927603833;-4.04557741873351
2002-02-13 09:00:00;1;13.327;38.017;5.94;257.888182635099;2002;"02";"2002-02";-6.97643419679972;250.911748438299;6.97643419679972;-4.04557741873351
2002-02-20 09:00:00;1;13.074;37.899;5.92;257.029552907149;2002;"02";"2002-02";-4.61151178647242;252.418041120677;4.61151178647242;-4.04557741873351
2002-02-27 09:00:00;1;13.059001258865;37.984;5.815;252.453801628116;2002;"02";"2002-02";-0.107851563077304;252.345950065039;0.107851563077304;-4.04557741873351
2002-03-01 09:00:00;1;13.122;38.069;5.71;247.882567846573;2002;"03";"2002-03";3.98927312636451;251.871840972938;-3.98927312636451;-4.04557741873351
2002-03-08 09:00:00;1;13.644;38.027;5.62;244.009274967856;2002;"03";"2002-03";5.27571185672215;249.284986824578;-5.27571185672215;-4.04557741873351
2002-03-13 09:00:00;1;12.1281775110088;38.021;6.18;268.243224921495;2002;"03";"2002-03";-11.0695673679049;257.17365755359;11.0695673679049;-4.04557741873351
2002-03-20 09:00:00;1;10.9082022309469;38.015;5.87;254.730589695833;2002;"03";"2002-03";9.14495699814594;263.875546693979;-9.14495699814594;-4.04557741873351
2002-03-27 09:00:00;1;12.8589539644965;38.009;5.94;257.865364520506;2002;"03";"2002-03";-4.52670250069548;253.33866201981;4.52670250069548;-4.04557741873351
2002-04-04 09:00:00;1;14.224;38.003;5.83;253.16240061882;2002;"04";"2002-04";-6.73061586126099;246.431784757559;6.73061586126099;-4.04557741873351
2002-04-10 09:00:00;1;13.822;37.982;5.77;250.539732802435;2002;"04";"2002-04";-2.0722726091212;248.467460193314;2.0722726091212;-4.04557741873351
2002-04-18 09:00:00;1;14.612;37.94;5.67;246.246640202025;2002;"04";"2002-04";-1.60949220472978;244.637147997295;1.60949220472978;-4.04557741873351
2002-04-24 09:00:00;1;15.063;37.852;5.94;258.015025757674;2002;"04";"2002-04";-15.4070026192629;242.608023138411;15.4070026192629;-4.04557741873351
2002-04-30 09:00:00;1;15.797;37.932;5.83;253.26314338229;2002;"04";"2002-04";-14.2518669322934;239.011276449997;14.2518669322934;-4.04557741873351
2002-05-07 09:00:00;1;16.185;37.528;5.72;248.581772650052;2002;"05";"2002-05";-10.7081230217916;237.87364962826;10.7081230217916;-4.04557741873351
2002-05-15 09:00:00;1;18.028;37.33;5.83;253.510118885751;2002;"05";"2002-05";-23.5330000339353;229.977118851816;23.5330000339353;-4.04557741873351
2002-05-22 09:00:00;1;19.718;37.439;5.58;242.722452394728;2002;"05";"2002-05";-19.9754907136323;222.746961681096;19.9754907136323;-4.04557741873351
2002-05-28 09:00:00;1;18.612;37.658;5.57;242.179956164014;2002;"05";"2002-05";-15.1943686090181;226.985587554996;15.1943686090181;-4.04557741873351
2002-06-05 09:00:00;1;20.171;37.668;5.4;234.880349855912;2002;"06";"2002-06";-14.2910676431517;220.58928221276;14.2910676431517;-4.04557741873351
2002-06-12 09:00:00;1;19.982;37.633;5.16;224.435981732793;2002;"06";"2002-06";-3.04018712518385;221.395794607609;3.04018712518385;-4.04557741873351
2002-06-19 09:00:00;1;21.49;37.457;5.05;219.768529477979;2002;"06";"2002-06";-4.01198737938051;215.756542098598;4.01198737938051;-4.04557741873351
2002-06-26 09:00:00;1;25.403;37.504;5.73;249.633366345598;2002;"06";"2002-06";-47.9047891292439;201.728577216354;47.9047891292439;-4.04557741873351
2002-07-02 09:00:00;1;23.905;37.717;5.09;221.61753156647;2002;"07";"2002-07";-15.043534149128;206.573997417342;15.043534149128;-4.04557741873351
2002-07-10 09:00:00;1;22.715;37.766;5.22;227.191845627207;2002;"07";"2002-07";-16.4323219543852;210.759523672822;16.4323219543852;-4.04557741873351
2002-07-18 09:00:00;1;23.942;37.642;4.87;212.052824945125;2002;"07";"2002-07";-5.50801352432993;206.544811420795;5.50801352432993;-4.04557741873351
2002-07-24 09:00:00;1;25.045;37.668;5.7;248.269531761777;2002;"07";"2002-07";-45.5515212145646;202.718010547212;45.5515212145646;-4.04557741873351
2002-07-31 09:00:00;1;24.989;37.615;4.85;211.251598368663;2002;"07";"2002-07";-8.27512668479787;202.976471683865;8.27512668479787;-4.04557741873351
2002-08-07 09:00:00;1;23.199;37.826;5.06;220.248638971941;2002;"08";"2002-08";-11.3202566904823;208.928382281459;11.3202566904823;-4.04557741873351
2002-08-14 09:00:00;1;23.62;37.779;4.92;214.188208653924;2002;"08";"2002-08";-6.69454049990949;207.493668154015;6.69454049990949;-4.04557741873351
2002-08-21 09:00:00;1;24.363;37.764;4.99;217.285200087636;2002;"08";"2002-08";-12.3659607378599;204.919239349776;12.3659607378599;-4.04557741873351
2002-08-28 09:00:00;1;24.202;37.706;4.92;214.236134867358;2002;"08";"2002-08";-8.68294915888634;205.553185708472;8.68294915888634;-4.04557741873351
2002-09-04 09:00:00;1;23.6;37.666;5.07;220.735509624766;2002;"09";"2002-09";-13.0187226589168;207.716786965849;13.0187226589168;-4.04557741873351
2002-09-11 09:00:00;1;23.19;37.83;5.05;219.812147901239;2002;"09";"2002-09";-10.8569538449286;208.95519405631;10.8569538449286;-4.04557741873351
2002-09-19 09:00:00;1;23.231;37.838;4.83;210.237396812188;2002;"09";"2002-09";-1.43993613688528;208.797460675303;1.43993613688528;-4.04557741873351
