"datetime";"PROF_NUM";"T";"S";"O";"oxy_umol_kg"
2014-05-13 09:00:00;1;16.898;37.771;6.06;263.353227854399
2014-05-20 09:00:00;50;17.126;37.818;5.58;242.498093136092
2014-05-20 09:00:00;1;17.697;37.739;5.49;238.633548572643
2014-05-27 09:00:00;50;15.413;38.002;5.08;220.651532409379
2014-05-27 09:00:00;1;18.247;37.796;NA;NA
2014-06-03 09:00:00;50;14.806;38.001;5.31;230.611041171808
2014-06-03 09:00:00;1;19.617;37.734;5.84;253.969701260901
2014-06-10 09:00:00;50;15.256;37.964;4.78;207.619618461534
2014-06-10 09:00:00;1;20.316;37.692;4.65;202.262173829441
2014-06-17 09:00:00;50;16.03;37.963;5.13;222.860791792749
2014-06-17 09:00:00;1;21.546;37.842;4.57;198.825861783909
2014-06-24 09:00:00;50;15.592;37.989;5.31;230.65313368651
2014-06-24 09:00:00;1;23.142;37.75;5.12;222.869186734449
2014-07-01 09:00:00;50;16.655;38.007;5.99;260.250407275704
2014-07-01 09:00:00;1;23.14;37.9;5.35;232.854899229033
2014-07-08 09:00:00;50;16.435;37.964;5.52;239.8255519352
2014-07-08 09:00:00;1;23.1;37.892;5.35;232.853616659038
2014-07-15 09:00:00;50;16.809;37.959;4.52;196.396743227941
2014-07-15 09:00:00;1;23.368;37.908;5.3;230.692403779503
2014-07-22 09:00:00;50;15.953;37.979;5.99;260.213789081047
2014-07-22 09:00:00;1;23.701;37.923;5.34;232.453266877506
2014-07-30 09:00:00;50;16.309;37.951;6.1;265.019485047057
2014-07-30 09:00:00;1;23.445;38.056;5.22;227.19041385131
2014-08-05 09:00:00;50;16.351;37.956;5.98;259.807529026814
2014-08-05 09:00:00;1;25.173;38.002;5.13;223.396105716585
2014-08-19 09:00:00;50;16.073;37.958;5.99;260.224997908089
2014-08-19 09:00:00;1;24.541;38;5.11;222.483424386043
2014-08-26 09:00:00;50;16.998;37.951;5.83;253.329825085344
2014-08-26 09:00:00;1;24.229;38.021;5.31;231.166282980776
2014-09-02 09:00:00;50;17.339;37.958;5.99;260.302004050073
2014-09-02 09:00:00;1;24.079;38.03;5.2;226.366043926097
2014-09-09 09:00:00;50;16.198;37.946;6.03;261.972575961165
2014-09-09 09:00:00;1;24.012;38.008;5.3;230.718459687546
2014-09-15 09:00:00;50;15.783;37.952;5.89;255.86497880131
2014-09-15 09:00:00;1;23.689;38.183;5.22;227.185116308991
2014-09-23 09:00:00;50;20.147;38.087;5.73;249.154919190786
2014-09-23 09:00:00;1;23.431;38.197;5.19;225.860246616945
2014-09-30 09:00:00;50;21.623;38.142;NA;NA
2014-09-30 09:00:00;1;22.949;38.196;NA;NA
2014-10-07 09:00:00;50;19.619;38.088;5.2;226.077931753455
2014-10-07 09:00:00;1;22.904;38.183;5.18;225.393371686327
2014-10-14 09:00:00;50;22.233;38.18;5.25;228.396547186933
2014-10-14 09:00:00;1;22.745;38.185;5.05;219.726541272216
2014-10-21 09:00:00;50;20.706;38.115;5.41;235.270424732376
2014-10-21 09:00:00;1;22.553;38.092;4.86;211.462705452333
2014-10-29 09:00:00;50;21.074;38.156;5.27;229.197759927477
2014-10-29 09:00:00;1;21.423;38.174;5.24;227.911568023868
2014-11-06 09:00:00;50;20.349;38.175;5.3;230.454606797218
2014-11-06 09:00:00;1;20.043;37.397;5.36;233.179697829875
2014-11-12 09:00:00;50;20.051;38.042;5.25;228.285201605622
2014-11-12 09:00:00;1;19.627;37.588;5.28;229.641994274262
2014-11-18 09:00:00;50;19.586;37.957;5.25;228.272076906013
2014-11-18 09:00:00;1;19.471;37.883;5.29;230.017162735414
2014-11-25 09:00:00;50;18.971;37.978;5.32;231.27577979133
2014-11-25 09:00:00;1;18.962;37.603;5.35;232.644455585729
2014-12-02 09:00:00;50;18.428;37.908;5.62;244.297176572275
2014-12-02 09:00:00;1;17.978;37.281;5.47;237.861782094547
2014-12-09 09:00:00;50;18.144;37.868;5.56;241.679286819721
2014-12-09 09:00:00;1;17.709;37.695;5.49;238.642085765484
2014-12-16 09:00:00;50;17.687;37.842;5.34;232.095083879127
2014-12-16 09:00:00;1;17.69;37.84;5.42;235.572686722475
2014-12-22 09:00:00;50;17.454;37.843;5.44;236.427986982325
2014-12-22 09:00:00;1;17.455;37.842;5.51;239.470495314779
2015-01-06 07:56:53;1;16.118;37.943;5.4;234.598536344883
2015-01-06 07:58:26;50;16.056;37.945;5.64;245.021301187909
2015-01-12 07:42:27;1;15.776;37.963;5.65;245.436828680966
2015-01-12 07:43:30;50;15.802;37.964;5.57;241.962856250249
2015-01-20 07:44:32;1;15.381;37.974;5.64;244.978727290621
2015-01-20 07:45:35;50;15.398;37.973;5.64;244.979837261636
2015-01-27 07:48:33;1;14.899;37.986;5.75;249.727924186601
2015-01-27 07:49:40;50;14.931;37.999;5.72;248.424304668253
2015-02-03 07:49:42;1;14.434;38.044;5.6;243.178244702001
2015-02-03 07:50:55;50;14.446;38.049;5.6;243.1779552081
2015-02-10 07:38:55;1;13.969;38.06;5.61;243.585544013347
2015-02-10 07:40:09;50;13.981;38.06;5.62;244.02035777013
2015-02-17 07:43:26;1;13.89;37.988;5.67;246.200006512742
2015-02-17 07:44:39;50;13.885;38.003;5.65;245.328548990345
2015-02-24 07:45:09;1;13.74;37.907;5.82;252.720749925368
2015-02-24 07:46:25;50;13.856;37.966;5.71;247.939212824971
2015-03-03 08:30:32;1;13.956;38.005;5.72;248.371336680717
2015-03-03 08:31:43;50;13.918;38.067;5.55;240.976503703427
2015-03-10 07:35:54;1;13.743;37.911;5.8;251.851691885688
2015-03-10 07:37:01;50;13.868;38.027;5.57;241.849640649635
2015-03-17 07:47:53;1;13.779;38.007;5.75;249.664374031852
2015-03-17 07:48:54;50;13.785;38.01;5.63;244.45374015723
2015-03-24 07:43:06;1;13.976;37.917;5.88;255.336771964277
2015-03-24 07:44:06;50;13.79;37.982;5.67;246.195981592163
2015-03-31 06:51:44;1;14.339;37.903;5.91;256.66190782786
2015-03-31 06:52:55;50;13.862;37.974;5.81;252.280202106475
2015-04-07 06:45:33;1;14.315;37.908;5.89;255.79107063089
2015-04-07 06:48:00;50;14.14;37.954;5.78;250.995986624006
2015-04-14 07:05:14;1;15.799;37.762;6.04;262.419399436496
2015-04-14 07:07:13;50;14.261;37.893;5.89;255.791021279926
2015-04-21 06:30:18;1;15.927;37.748;5.86;254.608996832324
2015-04-21 06:31:17;50;14.447;37.888;5.74;249.287637254062
2015-04-28 06:26:41;1;16.17;37.668;5.79;251.596598020775
2015-04-28 06:27:44;50;14.767;37.947;5.84;253.636860425164
2015-05-05 07:30:42;1;16.893;37.709;5.86;254.673217593614
2015-05-05 07:32:01;50;14.903;37.934;5.82;252.778185553351
2015-05-12 06:28:34;1;18.892;37.606;5.84;253.947033445747
2015-05-12 06:29:26;50;14.596;37.945;5.73;248.850631690215
2015-05-19 06:37:39;1;18.506;37.484;5.73;249.162419556996
2015-05-19 06:38:45;50;14.599;37.935;5.83;253.195641641246
2015-05-26 06:39:56;1;19.105;37.81;5.99;260.444057011693
2015-05-26 06:41:07;50;15.375;37.912;5.88;255.41489824132
2015-06-02 06:24:11;1;20.236;37.762;5.49;238.782401300926
2015-06-02 06:25:17;50;14.96;37.956;5.82;252.777153426284
2015-06-09 06:45:11;1;21.516;37.798;5.6;243.643776061842
2015-06-09 06:46:02;50;14.58;38.005;5.97;259.26110704087
2015-06-16 06:31:37;1;22.856;37.774;5.25;228.505310064261
2015-06-16 06:32:38;50;14.645;37.979;5.86;254.49264153986
2015-06-22 06:36:18;1;23.867;37.649;5.15;224.238710275445
2015-06-22 06:38:45;50;15.112;37.963;5.96;258.864969572106
2015-06-30 07:00:52;1;24.29;37.97;5.17;225.084031144915
2015-06-30 07:02:18;50;15.701;37.957;6.07;263.678419398369
2015-07-07 06:52:04;1;25.436;37.749;5.08;221.277656757578
2015-07-07 06:53:08;50;14.902;37.981;5.98;259.718186673735
2015-07-15 06:50:45;1;27.487;38.068;4.81;209.601290925178
2015-07-15 06:51:49;50;14.75;37.977;5.94;257.973190440658
2015-07-21 06:32:59;1;27.783;38.117;4.91;213.971455123415
2015-07-21 06:33:57;50;15.275;37.953;6.14;266.69463252684
2015-07-28 14:19:00;1;25.947;38.131;5.16;224.73410132285
2015-07-28 14:23:00;50;15.297;37.938;6.3;273.648744085972
2015-08-04 06:48:52;1;26.792;38.205;4.87;212.147817226865
2015-08-04 06:50:07;50;15.12;37.966;6;260.602189867811
2015-08-11 06:39:27;1;26.093;38.161;4.98;216.899498294105
2015-08-11 06:40:31;50;14.959;37.975;5.99;260.156908579821
2015-08-25 07:28:00;1;24.942;38.228;4.91;213.765247094436
2015-08-25 07:29:10;50;15.539;37.951;6.21;269.751374249998
2015-09-01 06:51:17;1;25.727;38.276;4.92;214.243986248239
2015-09-01 06:52:56;50;15.389;37.96;6.01;261.053233984418
2015-09-08 06:51:44;1;24.031;38.279;5.07;220.66316840149
2015-09-08 06:53:02;50;15.456;37.961;6.03;261.925674127642
2015-09-15 07:08:40;1;23.681;38.291;5.04;219.333117340274
2015-09-15 07:09:42;50;15.531;37.99;6.1;264.964942301038
2015-09-22 06:44:20;1;23.069;38.286;5.17;224.95167717453
2015-09-22 06:45:18;50;17.482;37.976;6.23;270.737104432877
2015-09-29 06:35:57;1;21.998;38.368;5;217.47598041782
2015-09-29 06:37:01;50;21.662;38.39;5.1;221.801293420428
2015-10-06 06:44:41;1;20.629;38.108;5.2;226.134464205138
2015-10-06 06:45:49;50;19.609;38.333;5.32;231.252335286074
2015-10-13 07:04:57;1;20.438;38.133;5.17;224.81425899606
2015-10-13 07:06:08;50;20.191;38.326;5.08;220.854565127832
2015-10-20 06:43:39;1;20.163;38.35;5.12;222.587965143949
2015-10-20 06:44:56;50;20.099;38.347;4.83;209.977382408583
2015-10-27 07:45:05;1;19.498;38.352;5.38;233.850439771316
2015-10-27 07:46:37;50;18.841;38.295;5.18;225.12898397152
2015-11-03 08:14:21;1;18.483;38.298;5.34;232.061434681895
2015-11-03 08:18:13;50;18.158;38.266;5.37;233.351931725192
2015-11-10 08:00:00;50;NA;NA;4.92;NA
2015-11-10 08:00:00;1;NA;NA;4.8;NA
2015-11-17 08:25:06;1;18.49;38.261;5.34;232.068244365945
2015-11-17 08:25:48;50;18.325;38.26;5.31;230.755202232053
2015-11-24 08:10:55;1;18.054;38.258;5.24;227.698351387436
2015-11-24 08:11:43;50;18.028;38.26;5.29;229.869235631779
2015-12-01 08:16:57;1;16.89;38.225;5.33;231.550052875709
2015-12-01 08:17:45;50;16.909;38.24;5.33;231.548491496406
2015-12-08 08:37:53;1;17.015;38.244;5.38;233.725771396063
2015-12-08 08:38:39;50;17.014;38.247;5.37;233.290758123722
2015-12-15 08:07:42;1;16.458;38.229;5.44;236.304179240966
2015-12-15 08:08:27;50;16.457;38.232;5.31;230.656632683376
2015-12-22 08:17:35;1;16.368;38.219;5.44;236.301023254552
2015-12-22 08:18:29;50;16.34;38.227;5.41;234.99496390266
2016-01-05 08:15:38;1;15.623;38.209;5.46;237.1312719289
2016-01-05 08:16:26;50;15.622;38.211;5.44;236.262251664328
2016-01-13 08:26:14;1;14.756;38.212;5.46;237.085308093132
2016-01-13 08:27:05;50;13.991;38.354;4.62;200.556399932435
2016-01-19 07:58:25;1;14.42;38.221;5.52;239.671647703279
2016-01-19 07:59:26;50;14.434;38.222;5.52;239.672186515574
2016-01-26 08:02:09;1;14.276;38.207;5.52;239.666800189416
2016-01-26 08:02:53;50;14.286;38.209;5.53;240.101129308168
2016-02-02 12:54:12;1;14.187;38.146;5.7;247.488699113657
2016-02-02 12:55:59;50;14.12;38.197;4.63;201.019727605163
2016-02-09 08:32:18;1;14.012;38.162;5.77;250.515755377754
2016-02-09 08:33:59;50;14.065;38.184;5.71;247.909403143894
2016-02-16 08:40:34;1;13.893;38.198;5.69;247.02953215047
2016-02-16 08:42:26;50;13.896;38.198;5.68;246.595540334085
2016-02-23 08:18:10;1;13.827;38.167;5.74;249.202642399571
2016-02-23 08:19:24;50;13.834;38.183;5.66;245.726833736662
2016-03-01 07:59:24;1;13.488;37.851;5.94;257.928950217943
2016-03-01 08:00:39;50;13.533;37.888;5.85;254.016202336658
2016-03-09 08:19:36;1;13.443;37.955;5.91;256.603796968186
2016-03-09 08:21:22;50;13.559;38.003;5.83;253.127191716241
2016-03-15 08:36:53;1;13.568;37.917;5.91;256.617738745944
2016-03-15 08:38:43;50;13.553;37.924;5.87;254.878769245361
2016-03-22 07:50:33;1;13.778;37.816;6;260.55676914168
2016-03-22 07:53:24;50;13.621;37.998;5.78;250.960446931781
2016-03-29 06:48:42;1;14.102;37.86;6.19;268.817059487222
2016-03-29 06:50:17;50;13.755;38.079;5.86;254.425495138688
2016-04-05 07:17:31;1;14.513;38.008;6.22;270.113436936147
2016-04-05 07:19:10;50;14.277;38.093;6.08;264.003518397183
2016-04-12 06:54:25;1;15.308;37.954;5.97;259.312279854939
2016-04-12 06:55:45;50;14.444;38.14;5.7;247.503375391814
2016-04-19 07:40:29;1;15.998;37.901;5.88;255.452788468777
2016-04-19 07:43:46;50;14.397;38.155;5.65;245.327056934436
2016-04-25 08:06:22;1;15.969;38.007;5.71;248.045902306254
2016-04-25 08:07:41;50;15.256;38.085;5.95;258.41517226942
2016-05-03 07:04:14;1;15.82;38.099;5.82;252.798385896226
2016-05-03 07:05:13;50;15.627;38.118;5.69;247.137409250673
2016-05-10 07:20:32;1;16.451;38.045;5.69;247.19740407258
2016-05-10 07:22:11;50;16.163;38.115;5.7;247.602425182276
2016-05-17 06:58:44;1;17.894;38.043;5.76;250.324753968275
2016-05-17 07:00:23;50;15.912;38.131;5.67;246.282192182129
2016-05-24 07:03:12;1;17.255;38.071;5.68;246.804811326586
2016-05-24 07:04:27;50;14.693;38.2;5.52;239.689527382913
2016-06-01 07:34:35;1;17.56;38.077;5.41;235.089034575661
2016-06-01 07:36:00;50;15.472;38.128;5.65;245.389702477264
2016-06-07 07:13:01;1;20.266;38.036;5.43;236.126501893386
2016-06-07 07:14:42;50;15.92;38.11;5.7;247.589620307917
2016-06-14 06:38:47;1;21.711;37.945;5.35;232.753866480364
2016-06-14 06:40:42;50;15.667;38.122;5.79;251.482280456209
2016-06-21 06:43:55;1;18.911;37.97;5.54;240.837603556618
2016-06-21 06:45:32;50;16.342;38.111;5.76;250.219820559344
2016-06-28 06:59:04;1;22.84;37.993;5.35;232.818973783116
2016-06-28 07:00:20;50;16.858;38.137;5.88;255.458480665467
2016-07-05 06:58:24;1;24.204;37.672;5.2;226.43425813329
2016-07-05 06:59:59;50;16.395;38.135;5.82;252.824828682702
2016-07-12 07:16:21;1;26.458;38.086;5.05;219.985326819806
2016-07-12 07:17:44;50;16.23;38.123;5.79;251.514298561164
2016-07-19 06:59:02;1;22.525;38.167;5.2;226.242037706977
2016-07-19 07:00:55;50;16.304;38.126;5.75;249.780415079468
2016-07-26 07:05:20;1;24.158;38.244;5.01;218.065543182065
2016-07-26 07:06:36;50;16.007;38.119;5.78;251.06783948792
2016-08-02 07:26:00;1;25.734;38.261;4.98;216.859581030639
2016-08-02 07:29:00;50;15.568;38.094;5.8;251.916309882122
2016-08-16 07:26:00;1;25.166;38.252;4.99;217.258978986922
2016-08-16 07:29:00;50;15.096;38.116;5.71;247.977174204411
2016-08-23 07:26:00;1;24.959;38.37;4.96;215.920549349452
2016-08-23 07:29:00;50;17.088;38.035;6.08;264.18205194578
2016-08-31 07:26:00;1;24.969;38.319;5.02;218.541375262961
2016-08-31 07:29:00;50;15.617;38.072;5.97;259.307193371526
2016-09-06 08:29:58;1;25.581;38.328;4.88;212.484539089466
2016-09-06 08:31:02;50;15.755;38.082;5.88;255.404058461114
2016-09-13 07:30:34;1;24.874;38.089;5.45;237.294584523723
2016-09-13 07:31:49;50;15.539;38.073;6.54;284.059986561275
2016-09-20 08:45:30;1;23.385;38.297;5.04;219.313357290647
2016-09-20 08:46:41;50;16.51;38.042;5.91;256.759214498896
2016-09-27 09:13:49;1;23.428;38.216;5.13;223.245814025996
2016-09-27 09:15:18;50;16.27;38.042;5.92;257.179396195919
2016-10-04 08:44:25;1;22.312;38.295;5.15;224.031988394542
2016-10-04 08:46:04;50;19.74;38.06;5.63;244.785600300956
2016-10-11 08:18:29;1;21.839;38.299;5.14;223.566905462061
2016-10-11 08:20:15;50;21.654;38.277;5.26;228.778440854307
2016-10-18 09:04:48;1;20.828;38.269;5.14;223.510368882901
2016-10-18 09:06:27;50;19.384;38.188;5.37;233.437442966405
2016-10-26 09:04:39;1;20.27;38.24;5.16;224.35160520585
2016-10-26 09:06:22;50;19.453;38.207;5.31;230.830025556424
2016-11-02 10:09:14;1;19.804;38.222;5.32;231.283128792896
2016-11-02 10:11:16;50;19.357;38.192;5.35;232.565727649797
2016-11-08 09:55:17;1;18.347;38.166;5.36;232.9456462268
2016-11-08 09:56:51;50;16.552;38.091;5.44;236.333758728111
2016-11-15 10:03:01;1;18.307;38.203;5.34;232.067739658297
2016-11-15 10:04:21;50;17.927;38.225;5.35;232.476774095826
2016-11-22 09:51:18;1;17.412;38.069;5.4;234.647540029751
2016-11-22 09:52:06;50;17.281;38.191;5.35;232.446386302185
2016-11-30 09:44:35;1;17.27;38.088;5.42;235.505257516322
2016-11-30 09:46:16;50;17.394;38.18;5.44;236.365037299547
2016-12-06 10:18:00;1;17.015;38.163;5.37;233.305472410423
2016-12-06 10:19:44;50;17.038;38.202;5.34;231.996585332983
2016-12-13 10:06:04;1;16.65;38.178;5.48;238.061439248769
2016-12-13 10:06:50;50;16.652;38.183;5.41;235.019738614326
2016-12-21 10:38:26;1;16.244;38.196;5.51;239.338939142042
2016-12-21 10:40:05;50;16.248;38.197;5.45;236.732748071421
2017-01-03 09:53:47;1;15.674;38.124;5.58;242.361179722923
2017-01-03 09:54:58;50;15.702;38.133;5.19;225.421857363204
2017-01-10 07:33:15;1;15.294;38.155;5.6;243.203548196848
2017-01-10 07:34:24;50;15.281;38.166;5.55;241.029402863244
2017-01-17 07:48:48;1;14.661;38.17;5.5;238.824817799558
2017-01-17 07:50:07;50;14.644;38.172;5.55;240.994704432896
2017-01-24 08:11:05;1;14.138;38.199;5.61;243.568740826182
2017-01-24 08:12:14;50;14.072;38.2;5.59;242.696834351209
2017-01-31 08:11:46;1;13.917;38.203;5.64;244.85910817911
2017-01-31 08:13:21;50;13.917;38.203;5.59;242.688371404473
2017-02-07 08:06:42;1;13.868;38.208;5.67;246.158096676051
2017-02-07 08:08:14;50;13.886;38.222;5.53;240.078493247246
2017-02-14 07:51:27;1;13.726;38.213;5.65;245.281623212316
2017-02-14 07:52:43;50;13.734;38.212;5.63;244.413960559576
2017-02-21 07:53:16;1;13.801;38.22;5.78;250.927869631786
2017-02-21 07:54:01;50;13.829;38.251;5.54;240.504511751313
2017-03-01 07:30:13;1;13.658;38.039;5.68;246.612841747427
2017-03-01 07:31:30;50;13.8;38.23;5.65;245.282265017003
2017-03-07 07:48:34;1;13.717;38.214;5.68;246.583356246119
2017-03-07 07:51:33;50;13.741;38.257;5.65;245.274261059592
2017-03-14 08:32:56;1;14.115;38.199;5.94;257.89505879497
2017-03-14 08:34:34;50;13.935;38.219;5.85;253.974102676876
2017-03-21 08:00:22;1;14.652;38.129;5.92;257.069771062962
2017-03-21 08:01:35;50;14.019;38.174;5.85;253.987191039046
2017-03-28 06:55:12;1;14.388;38.045;5.94;257.939906575773
2017-03-28 06:56:31;50;14.087;38.162;5.82;252.69059811818
2017-04-04 08:14:05;1;14.592;38.029;5.97;259.257099453599
2017-04-04 08:15:28;50;14.392;38.077;5.89;255.762758531062
2017-04-11 06:53:48;1;16.196;37.943;5.89;255.890751756455
2017-04-11 06:54:59;50;14.32;38.096;5.83;253.149857294991
2017-04-18 06:53:38;1;17.179;37.9;5.78;251.177537136511
2017-04-18 06:54:23;50;14.401;38.094;5.82;252.720388465039
2017-04-25 06:48:53;1;15.954;38.044;5.84;253.685280363023
2017-04-25 06:50:24;50;14.432;38.121;5.81;252.282712238482
2017-05-02 06:50:17;1;15.88;38.014;5.88;255.424303885674
2017-05-02 06:51:55;50;14.965;38.085;5.81;252.31865350537
2017-05-09 06:50:40;1;16.633;38.019;5.88;255.467578457847
2017-05-09 06:52:07;50;14.866;38.101;5.57;241.887714313859
2017-05-16 06:48:02;1;17.525;37.972;5.79;251.619379190572
2017-05-16 06:50:53;50;14.685;38.111;5.46;237.099654908313
2017-05-23 07:02:08;1;19.434;38.008;5.77;250.862549836134
2017-05-23 07:03:22;50;15.073;38.096;5.83;253.191125496787
2017-05-30 06:53:21;1;21.265;37.913;5.54;240.996271537155
2017-05-30 06:54:31;50;14.407;38.141;5.65;245.330164774466
2017-06-06 07:03:39;1;22.888;38.009;5.26;228.902799895831
2017-06-06 07:05:15;50;14.772;38.11;5.83;253.171812742158
2017-06-14 06:58:20;1;22.988;38.083;5.21;226.720945613222
2017-06-14 06:59:34;50;14.456;38.135;5.72;248.37338102244
2017-06-20 08:27:39;1;23.981;38.033;5.21;226.794350051432
2017-06-20 08:30:46;50;15.21;38.012;5.96;258.86103665854
2017-06-27 07:00:01;1;24.463;38.087;5.09;221.593280472086
2017-06-27 07:01:10;50;15.923;38.072;5.99;260.193874626628
2017-07-04 06:50:02;1;21.162;38.149;5.44;236.598094082873
2017-07-04 06:51:05;50;15.018;38.118;5.77;250.578218589265
2017-07-11 06:55:11;1;24.944;38.21;5.07;220.734186300537
2017-07-11 06:56:21;50;14.961;38.134;5.58;242.321004161455
2017-07-18 06:45:54;1;25.607;38.252;5.03;219.029840139076
2017-07-18 06:47:21;50;14.829;38.141;5.73;248.826531038861
2017-07-25 06:51:43;1;24.91;38.281;4.95;215.496215107381
2017-07-25 06:53:01;50;15.671;38.068;5.83;253.230120632458
2017-08-01 06:42:59;1;26.006;38.34;4.9;213.381288070157
2017-08-01 06:45:45;50;15.354;38.082;5.88;255.381120040039
2017-08-07 06:52:34;1;26.635;38.323;4.82;209.941135468681
2017-08-07 06:54:12;50;15.75;38.07;5.94;258.012253032911
2017-08-23 12:11:00;1;25.194;38.251;4.88;212.471655572409
2017-08-23 12:13:28;50;14.924;38.05;5.58;242.334334506319
2017-08-29 06:52:42;1;25.839;37.274;4.86;211.794939570938
2017-08-29 06:54:26;50;15.152;38.046;5.69;247.124639332276
2017-09-05 06:49:59;1;21.416;38.043;4.77;207.488895013381
2017-09-05 06:51:26;50;15.584;37.965;4.89;212.412826550818
2017-09-13 06:57:47;1;22.083;37.973;5.18;225.376429964121
2017-09-13 06:59:17;50;16.634;37.933;6.07;263.739523939481
2017-09-19 06:54:30;1;17.789;37.736;5.68;246.898323274785
2017-09-19 06:55:40;50;14.718;38.1;5.43;235.800543908262
2017-09-26 07:48:24;1;21.515;38.157;5.22;227.050246138709
2017-09-26 07:49:41;50;15.945;38.017;5.53;240.223480262856
2017-10-03 07:02:12;1;21.048;38.164;5.23;227.45517112764
2017-10-03 07:03:41;50;15.94;37.962;5.81;252.396814002825
2017-10-10 06:55:25;1;20.161;38.259;5.35;232.602653595009
2017-10-10 06:57:04;50;16.197;37.981;5.7;247.629217523754
2017-10-17 07:04:53;1;20.204;38.243;5.32;231.303707304337
2017-10-17 07:07:37;50;15.897;38.031;5.56;241.521514384835
2017-10-24 06:49:51;1;19.989;38.303;5.34;232.149816991254
2017-10-24 06:51:01;50;16.512;38.052;5.58;242.420702921618
2017-10-31 07:50:00;1;19.539;38.283;5.34;232.126151945409
2017-10-31 07:51:27;50;16.888;38.127;5.57;241.993951134722
2017-11-07 08:05:00;1;18.872;38.21;5.35;232.533938039571
2017-11-07 08:06:13;50;18.997;38.271;5.27;229.053618360968
2017-11-14 08:00:11;1;17.752;38.216;5.42;235.510066283305
2017-11-14 08:02:12;50;17.724;38.217;5.31;230.728600622881
2017-11-21 08:05:29;1;16.994;38.202;5.51;239.379751162739
2017-11-21 08:08:21;50;16.537;38.185;5.48;238.053921491673
2017-11-28 07:52:20;1;16.833;38.212;5.52;239.803296953149
2017-11-28 07:53:49;50;16.787;38.216;5.46;237.193465501246
2017-12-04 07:50:44;1;16.271;38.205;5.51;239.338813299356
2017-12-04 07:52:15;50;16.263;38.206;5.49;238.469451820068
2017-12-13 07:30:28;1;15.092;38.079;5.61;243.640871569125
2017-12-13 07:32:03;50;14.809;38.225;5.26;228.401265547121
2017-12-19 07:55:58;1;14.624;38.189;5.5;238.819497254563
2017-12-19 07:57:31;50;14.617;38.187;4.95;214.937545741042
2018-01-03 07:58:10;1;14.294;38.193;5.59;242.709539592554
2018-01-03 08:00:19;50;14.316;38.203;5.78;250.958348085339
2018-01-10 08:02:34;1;13.84;38.196;5.78;250.934448294388
2018-01-10 08:04:01;50;14.091;38.173;5.59;242.702739483549
2018-01-18 08:00:00;1;NA;NA;5.56;NA
2018-01-18 08:18:36;50;13.907;38.255;5.53;240.073585447513
2018-01-23 07:46:47;1;13.895;38.271;5.14;223.139287665963
2018-01-23 07:47:54;50;13.888;38.271;5.44;236.162635002764
2018-01-30 08:05:26;1;13.831;38.271;5.64;244.842163646235
2018-01-30 08:06:51;50;13.837;38.274;5.52;239.632515238401
2018-02-07 07:51:13;1;13.769;38.304;5.64;244.832910012705
2018-02-07 07:52:38;50;13.766;38.303;5.55;240.9260325762
2018-02-13 08:01:12;1;13.619;38.334;5.6;243.083432784156
2018-02-13 08:02:18;50;13.607;38.335;4.97;215.735847668606
2018-02-19 09:21:43;1;13.557;38.289;5.58;242.22038135079
2018-02-19 09:23:04;50;13.532;38.305;4.56;197.940129309665
2018-02-27 07:44:51;1;13.392;38.328;5.63;244.375329987406
2018-02-27 07:46:03;50;13.424;38.337;5.6;243.073100928768
2018-03-07 07:42:31;1;13.235;38.267;5.56;241.340266972531
2018-03-07 07:43:42;50;13.286;38.297;5.17;224.408981449762
2018-03-14 08:16:16;1;13.358;37.64;5.73;248.843207795713
2018-03-14 08:17:43;50;13.376;38.309;3.8;164.944316980119
2018-03-20 07:53:11;1;13.204;37.58;6.06;263.178171820592
2018-03-20 07:54:19;50;13.704;38.255;5.66;245.706853418894
2018-03-27 06:56:33;1;13.466;37.803;6.06;263.147967553837
2018-03-27 06:58:06;50;13.492;38.13;5.66;245.719218132914
2018-04-04 07:15:59;1;13.706;38.098;5.71;247.906824708191
2018-04-04 07:17:08;50;13.675;38.155;5.73;248.762868799322
2018-04-17 06:38:35;1;14.628;36.937;6.86;298.153799513348
2018-04-17 06:40:30;50;13.834;38.127;5.65;245.303030676905
2018-04-24 06:34:23;1;16.648;37.637;5.87;255.106944999102
2018-04-24 06:35:55;50;14.252;38.124;5.77;250.535638006963
2018-05-02 07:30:54;1;16.03;37.942;5.81;252.405766255537
2018-05-02 07:32:21;50;14.697;38.147;5.72;248.384039374078
2018-05-07 07:33:57;1;17.369;37.842;3.48;151.24140760175
2018-05-07 07:35:47;50;15.124;38.15;4.72;204.978913392904
2018-05-14 06:48:09;1;17.844;37.639;5.21;226.487789310416
2018-05-14 06:49:37;50;14.555;38.206;4.97;215.800012449238
2018-05-22 06:32:28;1;19.377;37.798;5.52;240.027321420452
2018-05-22 06:34:08;50;15.502;38.118;5.7;247.564809887491
2018-05-29 06:44:06;1;20.096;37.646;4.9;213.131472337603
2018-05-29 06:45:26;50;14.474;38.201;4.85;210.586672940207
2018-06-04 06:48:30;1;21.772;37.666;5.24;228.01928467364
2018-06-04 06:50:04;50;14.407;38.222;5.49;238.368241465336
2018-06-12 07:35:51;1;21.447;37.227;5.27;229.379075147819
2018-06-12 07:37:15;50;14.818;38.178;5.84;253.59564818387
2018-06-19 07:19:32;1;22.706;37.857;5.43;236.31521729943
2018-06-19 07:21:17;50;14.464;38.187;5.57;241.85105125967
